Server: Loading model from game_engine/model/best_model.pth
Server Ready: Batch=4096, Streams=8, Device=cuda
   [Worker 0] Starting Game 1...
   [Worker 3] Starting Game 1...
   [Worker 2] Starting Game 1...
   [Worker 6] Starting Game 1...
   [Worker 5] Starting Game 1...
   [Worker 1] Starting Game 1...
   [Worker 4] Starting Game 1...
   [Worker 7] Starting Game 1...
   [Worker 14] Starting Game 1...
   [Worker 8] Starting Game 1...
   [Worker 10] Starting Game 1...
   [Worker 9] Starting Game 1...
   [Worker 11] Starting Game 1...
   [Worker 13] Starting Game 1...
   [Worker 12] Starting Game 1...
   [Worker 17] Starting Game 1...
   [Worker 16] Starting Game 1...
   [Worker 15] Starting Game 1...
   [Worker 22] Starting Game 1...
   [Worker 21] Starting Game 1...
   [Worker 18] Starting Game 1...
   [Worker 25] Starting Game 1...
   [Worker 19] Starting Game 1...
   [Worker 20] Starting Game 1...
   [Worker 23] Starting Game 1...
   [Worker 29] Starting Game 1...
   [Worker 24] Starting Game 1...
   [Worker 26] Starting Game 1...
   [Worker 27] Starting Game 1...
   [Worker 28] Starting Game 1...
   [Worker 36] Starting Game 1...
   [Worker 30] Starting Game 1...
   [Worker 31] Starting Game 1...
   [Worker 32] Starting Game 1...
   [Worker 34] Starting Game 1...
   [Worker 33] Starting Game 1...
   [Worker 35] Starting Game 1...
   [Worker 37] Starting Game 1...
   [Worker 40] Starting Game 1...
   [Worker 42] Starting Game 1...
   [Worker 38] Starting Game 1...
   [Worker 39] Starting Game 1...
   [Worker 41] Starting Game 1...
   [Worker 43] Starting Game 1...
   [Worker 0] Move 1: a2a3 (14.14s | 113 sim/s)
   [Worker 27] Move 68: h4h3 (23.11s | 69 sim/s)
   [Worker 26] Move 146: g8f7 (42.15s | 38 sim/s)
   [Worker 22] Move 84: g6f6 (30.59s | 52 sim/s)
   [Worker 28] Move 67: a2a4 (21.89s | 73 sim/s)
   [Worker 0] Move 71: f4f3 (25.25s | 63 sim/s)
   [Worker 16] Move 79: d2c3 (39.27s | 41 sim/s)
   [Worker 7] Move 94: e8g7 (20.43s | 78 sim/s)
   [Worker 19] Move 112: g7h8 (33.08s | 48 sim/s)
   [Worker 31] Move 42: f8g7 (20.29s | 79 sim/s)
   [Worker 42] Move 189: b5a6 (38.88s | 41 sim/s)
   [Worker 18] Move 24: c6d4 (22.38s | 72 sim/s)
   [Worker 29] Move 196: b8c7 (19.73s | 81 sim/s)
   [Worker 32] Move 159: g6h6 (20.89s | 77 sim/s)
   [Worker 33] Move 71: h7h8q (23.65s | 68 sim/s)
   [Worker 38] Move 74: h6f6 (23.82s | 67 sim/s)
   [Worker 1] Move 266: g2h3 (26.81s | 60 sim/s)
   [Worker 14] Move 327: e7e6 (21.67s | 74 sim/s)
   [Worker 37] Move 60: c4c3 (20.21s | 79 sim/s)
   [Worker 35] Move 14: c8a6 (17.67s | 91 sim/s)
   [Worker 13] Move 80: d8d6 (29.10s | 55 sim/s)
   [Worker 10] Move 304: f8f7 (26.40s | 61 sim/s)
   [Worker 26] Move 147: b7b5 (13.64s | 117 sim/s)
   [Worker 11] Move 134: f7e8 (38.90s | 41 sim/s)
   [Worker 15] Move 164: d7d8 (16.98s | 94 sim/s)
   [Worker 41] Move 214: e8d7 (32.16s | 50 sim/s)
   [Worker 40] Move 120: g8f8 (39.42s | 41 sim/s)
   [Worker 17] Move 115: f4f5 (25.32s | 63 sim/s)
   [Worker 27] Move 69: c3c5 (20.32s | 79 sim/s)
   [Worker 22] Move 85: h6h7 (18.39s | 87 sim/s)
   [Worker 8] Move 72: f6f5 (29.70s | 54 sim/s)
   [Worker 42] Move 190: f7g8 (17.47s | 92 sim/s)
   [Worker 4] Move 60: d7e8 (24.14s | 66 sim/s)
   [Worker 21] Move 361: g8f8 (27.30s | 59 sim/s)
   [Worker 0] Move 72: f8e8 (22.20s | 72 sim/s)
   [Worker 29] Move 197: g4f4 (17.77s | 90 sim/s)
   [Worker 31] Move 43: g4g5 (20.94s | 76 sim/s)
   [Worker 16] Move 80: f5e4 (23.69s | 68 sim/s)
   [Worker 18] Move 25: f4f3 (19.78s | 81 sim/s)
   [Worker 2] Move 257: g6h4 (53.53s | 30 sim/s)
   [Worker 36] Move 211: e5d6 (46.23s | 35 sim/s)
   [Worker 28] Move 68: h3h1 (25.74s | 62 sim/s)
   [Worker 32] Move 160: e7d8 (19.69s | 81 sim/s)
   [Worker 35] Move 15: h4h5 (15.57s | 103 sim/s)
   [Worker 19] Move 113: e5f7 (25.16s | 64 sim/s)
   [Worker 9] Move 222: g1g2 (31.89s | 50 sim/s)
   [Worker 40] Move 121: b6b7 (14.94s | 107 sim/s)
   [Worker 15] Move 165: h6g7 (17.73s | 90 sim/s)
   [Worker 38] Move 75: e5f6 (23.82s | 67 sim/s)
   [Worker 12] Move 250: b2a3 (58.41s | 27 sim/s)
   [Worker 7] Move 95: g4h4 (32.26s | 50 sim/s)
   [Worker 10] Move 305: c6d5 (22.15s | 72 sim/s)
   [Worker 13] Move 81: d5f3 (23.88s | 67 sim/s)
   [Worker 41] Move 215: b7b8 (21.60s | 74 sim/s)
   [Worker 37] Move 61: c1f4 (27.41s | 58 sim/s)
   [Worker 11] Move 135: d5e6 (24.87s | 64 sim/s)
   [Worker 11] Finished Game 4 in 3356.8s |  Total Moves 135 | Result 1-0
   [Worker 8] Move 73: d7b7 (19.03s | 84 sim/s)
   [Worker 27] Move 70: b6c5 (22.72s | 70 sim/s)
   [Worker 21] Move 362: g6h6 (17.89s | 89 sim/s)
   [Worker 43] Move 233: c8c7 (54.90s | 29 sim/s)
   [Worker 33] Move 72: c8e6 (33.90s | 47 sim/s)
   [Worker 1] Move 267: e7f8 (34.00s | 47 sim/s)
   [Worker 36] Move 212: a4a3 (17.78s | 90 sim/s)
   [Worker 29] Move 198: c7b8 (19.96s | 80 sim/s)
   [Worker 31] Move 44: e8d8 (20.06s | 80 sim/s)
   [Worker 4] Move 61: b3f3 (23.10s | 69 sim/s)
   [Worker 22] Move 86: f6g6 (26.09s | 61 sim/s)
   [Worker 32] Move 161: h6h5 (18.98s | 84 sim/s)
   [Worker 35] Move 16: e5e4 (18.99s | 84 sim/s)
   [Worker 18] Move 26: d4f3 (20.89s | 77 sim/s)
   [Worker 17] Move 116: g8h7 (29.66s | 54 sim/s)
   [Worker 2] Move 258: d5e5 (23.89s | 67 sim/s)
   [Worker 42] Move 191: a6b6 (29.45s | 54 sim/s)
   [Worker 15] Move 166: d8d7 (19.26s | 83 sim/s)
   [Worker 0] Move 73: g3f5 (28.24s | 57 sim/s)
   [Worker 14] Move 328: a4b5 (41.80s | 38 sim/s)
   [Worker 28] Move 69: f1g2 (26.07s | 61 sim/s)
   [Worker 9] Move 223: a1e5 (24.20s | 66 sim/s)
   [Worker 7] Move 96: b8f8 (18.63s | 86 sim/s)
   [Worker 19] Move 114: h8h7 (26.73s | 60 sim/s)
   [Worker 38] Move 76: e6g7 (22.78s | 70 sim/s)
   [Worker 12] Move 251: e6e8 (22.01s | 73 sim/s)
   [Worker 16] Move 81: g2h2 (33.54s | 48 sim/s)
   [Worker 37] Move 62: h5f4 (22.38s | 72 sim/s)
   [Worker 43] Move 234: g5g3 (18.73s | 85 sim/s)
   [Worker 41] Move 216: d7d8 (24.37s | 66 sim/s)
   [Worker 8] Move 74: f8e8 (23.33s | 69 sim/s)
   [Worker 27] Move 71: f1b5 (22.92s | 70 sim/s)
   [Worker 22] Move 87: d5e5 (18.99s | 84 sim/s)
   [Worker 13] Move 82: f6f5 (28.01s | 57 sim/s)
   [Worker 29] Move 199: f4e3 (20.61s | 78 sim/s)
   [Worker 31] Move 45: a4a5 (21.01s | 76 sim/s)
   [Worker 10] Move 306: f7g8 (29.94s | 53 sim/s)
   [Worker 32] Move 162: d8c7 (21.66s | 74 sim/s)
   [Worker 35] Move 17: f3g4 (21.13s | 76 sim/s)
   [Worker 1] Move 268: c6d7 (24.81s | 65 sim/s)
   [Worker 18] Move 27: g1f3 (21.29s | 75 sim/s)
   [Worker 33] Move 73: h8e5 (26.60s | 60 sim/s)
   [Worker 33] Finished Game 3 in 1778.8s |  Total Moves 73 | Result 1-0
   [Worker 33] Starting Game 4...
   [Worker 15] Move 167: g7f7 (18.06s | 89 sim/s)
   [Worker 17] Move 117: f5f6 (21.95s | 73 sim/s)
   [Worker 42] Move 192: g8h7 (19.29s | 83 sim/s)
   [Worker 14] Move 329: c7b7 (18.76s | 85 sim/s)
   [Worker 4] Move 62: f6g4 (27.97s | 57 sim/s)
   [Worker 0] Move 74: e8e2 (22.50s | 71 sim/s)
   [Worker 26] Move 148: f7g7 (61.29s | 26 sim/s)
   [Worker 40] Move 122: f8g8 (44.42s | 36 sim/s)
   [Worker 41] Move 217: f6f7 (15.95s | 100 sim/s)
   [Worker 38] Move 77: f7f8q (23.97s | 67 sim/s)
   [Worker 38] Finished Game 2 in 2005.5s |  Total Moves 77 | Result 1-0
   [Worker 38] Starting Game 3...
   [Worker 28] Move 70: a6c5 (26.91s | 59 sim/s)
   [Worker 29] Move 200: b8a8 (16.15s | 99 sim/s)
   [Worker 27] Move 72: e8f8 (17.92s | 89 sim/s)
   [Worker 33] Move 1: a2a3 (13.75s | 116 sim/s)
   [Worker 8] Move 75: c3b5 (19.00s | 84 sim/s)
   [Worker 36] Move 213: d6c6 (38.14s | 42 sim/s)
   [Worker 21] Move 363: f8g8 (41.13s | 39 sim/s)
   [Worker 10] Move 307: d5c5 (16.97s | 94 sim/s)
   [Worker 35] Move 18: f8c5 (16.25s | 98 sim/s)
   [Worker 18] Move 28: d7f5 (16.90s | 95 sim/s)
   [Worker 32] Move 163: h5g6 (17.86s | 90 sim/s)
   [Worker 16] Move 82: b5b3 (26.30s | 61 sim/s)
   [Worker 19] Move 115: f7h8 (31.68s | 51 sim/s)
   [Worker 9] Move 224: g2h1 (33.33s | 48 sim/s)
   [Worker 31] Move 46: b7c8 (20.73s | 77 sim/s)
   [Worker 13] Move 83: e2f4 (22.46s | 71 sim/s)
   [Worker 15] Move 168: d7c6 (17.95s | 89 sim/s)
   [Worker 7] Move 97: h4g4 (36.17s | 44 sim/s)
   [Worker 37] Move 63: b1f1 (29.39s | 54 sim/s)
   [Worker 22] Move 88: g6f7 (28.76s | 56 sim/s)
   [Worker 38] Move 1: g1f3 (15.19s | 105 sim/s)
   [Worker 42] Move 193: b6a6 (24.15s | 66 sim/s)
   [Worker 4] Move 63: g1h1 (22.50s | 71 sim/s)
   [Worker 33] Move 2: b8a6 (14.44s | 111 sim/s)
   [Worker 29] Move 201: e3e4 (16.77s | 95 sim/s)
   [Worker 1] Move 269: f8g8 (32.13s | 50 sim/s)
   [Worker 2] Move 259: h8g8 (49.87s | 32 sim/s)
   [Worker 36] Move 214: f7e6 (17.78s | 90 sim/s)
   [Worker 0] Move 75: c1e3 (25.98s | 62 sim/s)
   [Worker 40] Move 123: b7b8q (25.30s | 63 sim/s)
   [Worker 35] Move 19: d3d4 (17.82s | 90 sim/s)
   [Worker 21] Move 364: h6h5 (19.64s | 81 sim/s)
   [Worker 9] Move 225: e5h2 (16.72s | 96 sim/s)
   [Worker 8] Move 76: f5f3 (21.42s | 75 sim/s)
   [Worker 27] Move 73: b5c4 (21.98s | 73 sim/s)
   [Worker 31] Move 47: b4c5 (18.08s | 89 sim/s)
   [Worker 18] Move 29: f3d4 (19.59s | 82 sim/s)
   [Worker 26] Move 149: b5b6 (29.75s | 54 sim/s)
   [Worker 32] Move 164: c7d7 (19.77s | 81 sim/s)
   [Worker 28] Move 71: d5c5 (25.99s | 62 sim/s)
   [Worker 10] Move 308: g8h8 (24.08s | 66 sim/s)
   [Worker 17] Move 118: h7g8 (37.80s | 42 sim/s)
   [Worker 15] Move 169: f7f8 (20.64s | 78 sim/s)
   [Worker 41] Move 218: d8e8 (31.52s | 51 sim/s)
   [Worker 7] Move 98: f1c4 (20.89s | 77 sim/s)
   [Worker 38] Move 2: g7g6 (16.68s | 96 sim/s)
   [Worker 22] Move 89: e5d6 (18.56s | 86 sim/s)
   [Worker 37] Move 64: c3e3 (23.05s | 69 sim/s)
   [Worker 42] Move 194: e4c2 (18.99s | 84 sim/s)
   [Worker 33] Move 3: f2f3 (18.05s | 89 sim/s)
   [Worker 19] Move 116: h7h8 (30.05s | 53 sim/s)
   [Worker 13] Move 84: d6h6 (29.17s | 55 sim/s)
   [Worker 14] Move 330: b5c5 (46.47s | 34 sim/s)
   [Worker 29] Move 202: a8a7 (19.87s | 81 sim/s)
   [Worker 35] Move 20: c5f8 (18.73s | 85 sim/s)
   [Worker 0] Move 76: d7f5 (21.23s | 75 sim/s)
   [Worker 1] Move 270: h3h4 (22.01s | 73 sim/s)
   [Worker 16] Move 83: h3h4 (36.86s | 43 sim/s)
   [Worker 4] Move 64: e8f8 (27.59s | 58 sim/s)
   [Worker 18] Move 30: d6d5 (18.86s | 85 sim/s)
   [Worker 2] Move 260: d7c6 (23.78s | 67 sim/s)
   [Worker 38] Move 3: g2g4 (13.15s | 122 sim/s)
   [Worker 27] Move 74: a8a7 (21.02s | 76 sim/s)
   [Worker 31] Move 48: c8a6 (20.74s | 77 sim/s)
   [Worker 10] Move 309: c5c6 (18.55s | 86 sim/s)
   [Worker 12] Move 252: a3b2 (69.92s | 23 sim/s)
   [Worker 9] Move 226: h1h2 (23.80s | 67 sim/s)
   [Worker 41] Move 219: b8c7 (17.37s | 92 sim/s)
   [Worker 43] Move 235: c7b8 (66.53s | 24 sim/s)
   [Worker 15] Move 170: c6d7 (19.04s | 84 sim/s)
   [Worker 32] Move 165: g6f7 (24.10s | 66 sim/s)
   [Worker 36] Move 215: c6b7 (30.72s | 52 sim/s)
   [Worker 8] Move 77: h3g4 (27.48s | 58 sim/s)
   [Worker 28] Move 72: e7f7 (26.46s | 60 sim/s)
   [Worker 17] Move 119: f6f7 (25.15s | 64 sim/s)
   [Worker 33] Move 4: e7e5 (19.14s | 84 sim/s)
   [Worker 14] Move 331: b7b8 (16.89s | 95 sim/s)
   [Worker 29] Move 203: e4f4 (19.14s | 84 sim/s)
   [Worker 42] Move 195: a6b7 (24.80s | 65 sim/s)
   [Worker 13] Move 85: f4h5 (22.65s | 71 sim/s)
   [Worker 37] Move 65: f1f2 (26.42s | 61 sim/s)
   [Worker 35] Move 21: b1d2 (19.48s | 82 sim/s)
   [Worker 19] Move 117: c1h1 (24.90s | 64 sim/s)
   [Worker 22] Move 90: f7f8 (31.31s | 51 sim/s)
   [Worker 38] Move 4: d7d5 (19.13s | 84 sim/s)
   [Worker 21] Move 365: g8f8 (41.29s | 39 sim/s)
   [Worker 7] Move 99: g4g5 (33.52s | 48 sim/s)
   [Worker 18] Move 31: d4e6 (20.47s | 78 sim/s)
   [Worker 31] Move 49: c2b4 (20.47s | 78 sim/s)
   [Worker 9] Move 227: h5g4 (20.76s | 77 sim/s)
   [Worker 4] Move 65: c2c3 (24.51s | 65 sim/s)
   [Worker 12] Move 253: c7d7 (21.60s | 74 sim/s)
   [Worker 40] Move 124: g8f7 (46.97s | 34 sim/s)
   [Worker 27] Move 75: c4a6 (23.17s | 69 sim/s)
   [Worker 15] Move 171: g5g6 (22.37s | 72 sim/s)
   [Worker 43] Move 236: g1h1 (23.22s | 69 sim/s)
   [Worker 0] Move 77: f3e2 (28.59s | 56 sim/s)
   [Worker 16] Move 84: h7h6 (28.05s | 57 sim/s)
   [Worker 41] Move 220: a3a2 (24.13s | 66 sim/s)
   [Worker 10] Move 310: h8g8 (26.02s | 61 sim/s)
   [Worker 32] Move 166: d7c7 (22.82s | 70 sim/s)
   [Worker 36] Move 216: e6f7 (21.18s | 76 sim/s)
   [Worker 28] Move 73: e4e5 (20.71s | 77 sim/s)
   [Worker 33] Move 5: c2c3 (21.32s | 75 sim/s)
   [Worker 35] Move 22: e8e7 (18.01s | 89 sim/s)
   [Worker 8] Move 78: f3f4 (26.79s | 60 sim/s)
   [Worker 29] Move 204: a7a6 (21.78s | 73 sim/s)
   [Worker 1] Move 271: a7a8q (38.40s | 42 sim/s)
   [Worker 38] Move 5: h1g1 (17.40s | 92 sim/s)
   [Worker 22] Move 91: f1h3 (18.26s | 88 sim/s)
   [Worker 37] Move 66: g7h8 (22.36s | 72 sim/s)
   [Worker 17] Move 120: g8f7 (29.59s | 54 sim/s)
   [Worker 42] Move 196: h7g6 (25.71s | 62 sim/s)
   [Worker 21] Move 366: h5g4 (21.89s | 73 sim/s)
   [Worker 13] Move 86: h6g6 (27.53s | 58 sim/s)
   [Worker 26] Move 150: g7f7 (61.98s | 26 sim/s)
   [Worker 7] Move 100: f3f2 (23.21s | 69 sim/s)
   [Worker 18] Move 32: d8a8 (23.72s | 67 sim/s)
   [Worker 15] Move 172: d7c8 (19.27s | 83 sim/s)
   [Worker 27] Move 76: f6f5 (20.47s | 78 sim/s)
   [Worker 31] Move 50: c6c5 (24.32s | 66 sim/s)
   [Worker 10] Move 311: c6c5 (18.68s | 86 sim/s)
   [Worker 14] Move 332: c5c6 (36.18s | 44 sim/s)
   [Worker 41] Move 221: f7e7 (20.20s | 79 sim/s)
   [Worker 33] Move 6: h7h6 (16.30s | 98 sim/s)
   [Worker 19] Move 118: h8g7 (31.41s | 51 sim/s)
   [Worker 32] Move 167: f7f8 (20.48s | 78 sim/s)
   [Worker 0] Move 78: d8c7 (22.76s | 70 sim/s)
   [Worker 9] Move 228: h2g1 (26.24s | 61 sim/s)
   [Worker 35] Move 23: c2c4 (16.72s | 96 sim/s)
   [Worker 29] Move 205: f4g4 (17.01s | 94 sim/s)
   [Worker 38] Move 6: h7h6 (15.60s | 103 sim/s)
   [Worker 4] Move 66: c6d6 (29.83s | 54 sim/s)
   [Worker 17] Move 121: d3c4 (16.19s | 99 sim/s)
   [Worker 28] Move 74: f7g7 (30.18s | 53 sim/s)
   [Worker 8] Move 79: g4h3 (25.26s | 63 sim/s)
   [Worker 22] Move 92: a6a5 (22.32s | 72 sim/s)
   [Worker 15] Move 173: f8g7 (16.92s | 95 sim/s)
   [Worker 18] Move 33: e6c7 (20.56s | 78 sim/s)
   [Worker 1] Move 272: h4g5 (28.12s | 57 sim/s)
   [Worker 40] Move 125: b8c7 (40.59s | 39 sim/s)
   [Worker 13] Move 87: b1d2 (22.58s | 71 sim/s)
   [Worker 27] Move 77: a6b7 (20.38s | 79 sim/s)
   [Worker 37] Move 67: f2f4 (27.76s | 58 sim/s)
   [Worker 42] Move 197: b7b6 (25.73s | 62 sim/s)
   [Worker 33] Move 7: h2h4 (18.90s | 85 sim/s)
   [Worker 14] Move 333: b8g8 (20.17s | 79 sim/s)
   [Worker 35] Move 24: f7f6 (17.00s | 94 sim/s)
   [Worker 31] Move 51: b4d5 (21.37s | 75 sim/s)
   [Worker 32] Move 168: c7d7 (19.50s | 82 sim/s)
   [Worker 9] Move 229: g4f4 (18.70s | 86 sim/s)
   [Worker 38] Move 7: d2d4 (16.25s | 98 sim/s)
   [Worker 16] Move 85: h4g5 (42.66s | 38 sim/s)
   [Worker 29] Move 206: a6a5 (18.33s | 87 sim/s)
   [Worker 10] Move 312: g8f7 (25.58s | 63 sim/s)
   [Worker 2] Move 261: g8f8 (71.98s | 22 sim/s)
   [Worker 41] Move 222: e8e7 (25.28s | 63 sim/s)
   [Worker 22] Move 93: c2c3 (14.83s | 108 sim/s)
   [Worker 0] Move 79: a5b6 (25.91s | 62 sim/s)
   [Worker 7] Move 101: g5g6 (32.88s | 49 sim/s)
   [Worker 4] Move 67: d2d3 (23.14s | 69 sim/s)
   [Worker 36] Move 217: b7c6 (49.65s | 32 sim/s)
   [Worker 15] Move 174: c8d7 (17.19s | 93 sim/s)
   [Worker 26] Move 151: b6b8 (35.95s | 45 sim/s)
   [Worker 27] Move 78: a7b7 (15.05s | 106 sim/s)
   [Worker 18] Move 34: e8f8 (16.40s | 98 sim/s)
   [Worker 28] Move 75: c5c6 (22.21s | 72 sim/s)
   [Worker 35] Move 25: d2e4 (16.32s | 98 sim/s)
   [Worker 33] Move 8: b7b6 (17.39s | 92 sim/s)
   [Worker 19] Move 119: h1h3 (35.79s | 45 sim/s)
   [Worker 37] Move 68: g6g7 (18.96s | 84 sim/s)
   [Worker 8] Move 80: c6b5 (25.54s | 63 sim/s)
   [Worker 42] Move 198: g6f6 (20.04s | 80 sim/s)
   [Worker 38] Move 8: f8g7 (18.83s | 85 sim/s)
   [Worker 29] Move 207: g4f4 (17.49s | 91 sim/s)
   [Worker 31] Move 52: g7h6 (22.34s | 72 sim/s)
   [Worker 12] Move 254: b2c2 (66.32s | 24 sim/s)
   [Worker 32] Move 169: f8g7 (23.68s | 68 sim/s)
   [Worker 7] Move 102: e5d4 (16.79s | 95 sim/s)
   [Worker 10] Move 313: c5c6 (21.00s | 76 sim/s)
   [Worker 2] Move 262: e5d5 (22.36s | 72 sim/s)
   [Worker 16] Move 86: h6h7 (25.34s | 63 sim/s)
   [Worker 13] Move 88: c5c4 (29.71s | 54 sim/s)
   [Worker 15] Move 175: g7f6 (16.50s | 97 sim/s)
   [Worker 0] Move 80: f5f4 (20.61s | 78 sim/s)
   [Worker 21] Move 367: f8e8 (55.41s | 29 sim/s)
   [Worker 36] Move 218: f7f8 (19.58s | 82 sim/s)
   [Worker 9] Move 230: g1h2 (30.16s | 53 sim/s)
   [Worker 4] Move 68: d6d3 (21.98s | 73 sim/s)
   [Worker 1] Move 273: g8f7 (34.38s | 47 sim/s)
   [Worker 14] Move 334: c6c5 (32.79s | 49 sim/s)
   [Worker 40] Move 126: f7g8 (34.92s | 46 sim/s)
   [Worker 22] Move 94: b7b5 (25.46s | 63 sim/s)
   [Worker 17] Move 122: f7e8 (45.20s | 35 sim/s)
   [Worker 43] Move 237: b8c7 (74.16s | 22 sim/s)
   [Worker 41] Move 223: c7c8 (28.98s | 55 sim/s)
   [Worker 35] Move 26: a6c4 (18.30s | 87 sim/s)
   [Worker 33] Move 9: a3a4 (18.89s | 85 sim/s)
   [Worker 8] Move 81: c5c6 (18.62s | 86 sim/s)
   [Worker 27] Move 79: a2c3 (24.04s | 67 sim/s)
   [Worker 38] Move 9: f3g5 (17.29s | 93 sim/s)
   [Worker 18] Move 35: b1a1 (24.05s | 67 sim/s)
   [Worker 29] Move 208: a5a6 (17.37s | 92 sim/s)
   [Worker 37] Move 69: f4d4 (22.83s | 70 sim/s)
   [Worker 28] Move 76: g7f7 (27.40s | 58 sim/s)
   [Worker 19] Move 120: e4e5 (25.28s | 63 sim/s)
   [Worker 12] Move 255: e8d8 (20.01s | 80 sim/s)
   [Worker 31] Move 53: d5f4 (22.05s | 73 sim/s)
   [Worker 32] Move 170: d7e7 (20.42s | 78 sim/s)
   [Worker 15] Move 176: d7c8 (19.01s | 84 sim/s)
   [Worker 13] Move 89: d2e4 (23.93s | 67 sim/s)
   [Worker 42] Move 199: b6b7 (33.40s | 48 sim/s)
   [Worker 17] Move 123: d6e5 (19.36s | 83 sim/s)
   [Worker 21] Move 368: g4f5 (22.77s | 70 sim/s)
   [Worker 22] Move 95: d6d7 (20.16s | 79 sim/s)
   [Worker 9] Move 231: f4e5 (21.92s | 73 sim/s)
   [Worker 33] Move 10: f8c5 (18.44s | 87 sim/s)
   [Worker 41] Move 224: e7f6 (20.19s | 79 sim/s)
   [Worker 0] Move 81: e3f4 (26.43s | 61 sim/s)
   [Worker 43] Move 238: h1g1 (21.80s | 73 sim/s)
   [Worker 35] Move 27: g2h3 (20.68s | 77 sim/s)
   [Worker 10] Move 314: f7e8 (30.53s | 52 sim/s)
   [Worker 29] Move 209: f4g4 (18.70s | 86 sim/s)
   [Worker 14] Move 335: g8f8 (24.25s | 66 sim/s)
   [Worker 38] Move 10: h6g5 (19.31s | 83 sim/s)
   [Worker 4] Move 69: d1c2 (27.09s | 59 sim/s)
   [Worker 27] Move 80: e4e3 (21.77s | 73 sim/s)
   [Worker 7] Move 103: g6g5 (34.55s | 46 sim/s)
   [Worker 18] Move 36: a8b8 (23.17s | 69 sim/s)
   [Worker 28] Move 77: c6c7 (20.82s | 77 sim/s)
   [Worker 40] Move 127: f5e7 (31.21s | 51 sim/s)
   [Worker 8] Move 82: g8h8 (27.55s | 58 sim/s)
   [Worker 15] Move 177: f6e6 (17.95s | 89 sim/s)
   [Worker 32] Move 171: g7g6 (20.89s | 77 sim/s)
   [Worker 37] Move 70: g7f7 (26.63s | 60 sim/s)
   [Worker 16] Move 87: c3e1 (39.44s | 41 sim/s)
   [Worker 1] Move 274: d7d6 (35.54s | 45 sim/s)
   [Worker 31] Move 54: d8f8 (24.20s | 66 sim/s)
   [Worker 36] Move 219: c6b5 (38.99s | 41 sim/s)
   [Worker 33] Move 11: d1b3 (17.04s | 94 sim/s)
   [Worker 29] Move 210: a6b6 (15.44s | 104 sim/s)
   [Worker 42] Move 200: f6g6 (20.00s | 80 sim/s)
   [Worker 35] Move 28: b8a6 (17.24s | 93 sim/s)
   [Worker 10] Move 315: c6c5 (18.01s | 89 sim/s)
   [Worker 26] Move 152: f7g7 (62.82s | 25 sim/s)
   [Worker 22] Move 96: f8f7 (22.29s | 72 sim/s)
   [Worker 38] Move 11: f1g2 (18.39s | 87 sim/s)
   [Worker 19] Move 121: g2h1 (35.56s | 45 sim/s)
   [Worker 9] Move 232: a3a2 (25.20s | 63 sim/s)
   [Worker 0] Move 82: f7e8 (23.77s | 67 sim/s)
   [Worker 41] Move 225: c8c7 (24.97s | 64 sim/s)
   [Worker 2] Move 263: a6a7 (52.30s | 31 sim/s)
   [Worker 18] Move 37: c7e8 (19.22s | 83 sim/s)
   [Worker 27] Move 81: c3d1 (21.57s | 74 sim/s)
   [Worker 13] Move 90: b6b5 (29.23s | 55 sim/s)
   [Worker 7] Move 104: f8f7 (21.76s | 74 sim/s)
   [Worker 15] Move 178: c8c7 (16.87s | 95 sim/s)
   [Worker 17] Move 124: e8d8 (30.25s | 53 sim/s)
   [Worker 4] Move 70: f8e7 (24.04s | 67 sim/s)
   [Worker 32] Move 172: e7d8 (18.46s | 87 sim/s)
   [Worker 8] Move 83: a3d6 (22.06s | 73 sim/s)
   [Worker 28] Move 78: f7g8 (24.53s | 65 sim/s)
   [Worker 36] Move 220: f8e8 (18.50s | 86 sim/s)
   [Worker 33] Move 12: g8f6 (16.59s | 96 sim/s)
   [Worker 16] Move 88: b3e3 (21.79s | 73 sim/s)
   [Worker 12] Move 256: c2c3 (46.84s | 34 sim/s)
   [Worker 37] Move 71: d4f4 (24.10s | 66 sim/s)
   [Worker 35] Move 29: h5h6 (19.21s | 83 sim/s)
   [Worker 29] Move 211: g4f4 (20.45s | 78 sim/s)
   [Worker 31] Move 55: g1h1 (23.76s | 67 sim/s)
   [Worker 1] Move 275: a8d5 (26.98s | 59 sim/s)
   [Worker 22] Move 97: g4g5 (20.77s | 77 sim/s)
   [Worker 38] Move 12: b8d7 (21.14s | 76 sim/s)
   [Worker 27] Move 82: h6g5 (16.26s | 98 sim/s)
   [Worker 0] Move 83: f4c7 (20.53s | 78 sim/s)
   [Worker 10] Move 316: e8d7 (25.22s | 63 sim/s)
   [Worker 26] Move 153: b8c7 (27.43s | 58 sim/s)
   [Worker 9] Move 233: c5c7 (23.51s | 68 sim/s)
   [Worker 18] Move 38: e7d8 (22.67s | 71 sim/s)
   [Worker 15] Move 179: e6e7 (21.23s | 75 sim/s)
   [Worker 17] Move 125: e5d6 (21.10s | 76 sim/s)
   [Worker 41] Move 226: f6g7 (24.36s | 66 sim/s)
   [Worker 14] Move 336: c5d4 (47.27s | 34 sim/s)
   [Worker 32] Move 173: g6h6 (20.03s | 80 sim/s)
   [Worker 19] Move 122: g7g6 (26.82s | 60 sim/s)
   [Worker 42] Move 201: b7a8 (32.83s | 49 sim/s)
   [Worker 13] Move 91: e4f6 (25.01s | 64 sim/s)
